customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,InternetCharges,MonthlyCharges,TotalCharges,Churn,NumberServices,AverageMonthly,TenureSegment,ChargePerService
customer_1696,Male,1,No,No,53,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,79.3,134.3,7117.9,No,3,134.29999999999998,client_confirme,33.575
customer_1697,Male,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,33.61,2352.7,No,0,33.61,client_confirme,33.61
customer_1698,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,137.5,190.96,2673.44,Yes,1,190.96,client_adepte,95.48
customer_1699,Female,0,No,Yes,64,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,1280.0,No,0,20.0,client_confirme,20.0
customer_1700,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,34.15,2390.5,No,0,34.15,client_confirme,34.15
customer_1701,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,280.0,Yes,0,20.0,client_adepte,20.0
customer_1702,Female,0,No,No,20,No,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,55.34,95.34,1906.8,No,2,95.34,client_adepte,31.78
customer_1703,Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,48.83,878.94,No,0,48.830000000000005,client_adepte,48.83
customer_1704,Male,0,Yes,No,59,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,72.79,117.79,6949.61,No,2,117.78999999999999,client_confirme,39.263333333333335
customer_1705,Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,118.28,174.78,5592.96,No,2,174.78,client_confirme,58.26
customer_1706,Male,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,28.89,89.85,4312.8,No,3,89.85000000000001,client_confirme,22.4625
customer_1707,Female,0,Yes,No,34,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,111.56,156.56,5323.04,No,2,156.56,client_confirme,52.18666666666667
customer_1708,Female,1,No,Yes,43,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,One year,49.93,84.93,3651.99,No,1,84.92999999999999,client_confirme,42.465
customer_1709,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,One year,51.07,138.71,1387.1,No,4,138.70999999999998,client_adepte,27.742
customer_1710,Male,1,No,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,58.3,150.45,10681.95,Yes,5,150.45000000000002,client_confirme,25.075
customer_1711,Female,1,No,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,49.79,3236.35,No,0,49.79,client_confirme,49.79
customer_1712,Male,0,No,No,45,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,56.77,135.31,6088.95,Yes,4,135.31,client_confirme,27.062
customer_1713,Male,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,120.11,181.37,1450.96,No,3,181.37,client_adepte,45.3425
customer_1714,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,89.74,136.05,272.1,Yes,2,136.05,client_novice,45.35
customer_1715,Male,1,Yes,Yes,25,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,500.0,No,0,20.0,client_confirme,20.0
customer_1716,Male,1,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,128.4,187.87,13338.77,No,2,187.87,client_confirme,62.623333333333335
customer_1717,Female,1,No,Yes,47,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,20.18,93.35,4387.45,No,3,93.35,client_confirme,23.3375
customer_1718,Female,1,Yes,No,65,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,54.4,114.6,7449.0,Yes,3,114.6,client_confirme,28.65
customer_1719,Male,0,Yes,Yes,69,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1380.0,No,0,20.0,client_confirme,20.0
customer_1720,Female,1,No,Yes,27,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,540.0,No,0,20.0,client_confirme,20.0
customer_1721,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,107.26,170.81,4270.25,Yes,1,170.81,client_confirme,85.405
customer_1722,Female,1,Yes,No,24,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,107.17,167.17,4012.08,No,4,167.17,client_adepte,33.434
customer_1723,Male,1,Yes,Yes,11,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,220.0,No,0,20.0,client_adepte,20.0
customer_1724,Female,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,80.0,No,0,20.0,client_novice,20.0
customer_1725,Male,1,No,No,47,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Two year,25.01,80.59,3787.73,No,1,80.59,client_confirme,40.295
customer_1726,Male,1,No,Yes,36,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,720.0,No,0,20.0,client_confirme,20.0
customer_1727,Female,0,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,860.0,No,0,20.0,client_confirme,20.0
customer_1728,Female,1,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,79.65,171.39,2399.46,No,5,171.39000000000001,client_adepte,28.564999999999998
customer_1729,Male,0,Yes,No,42,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,840.0,Yes,0,20.0,client_confirme,20.0
customer_1730,Female,1,Yes,No,47,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,940.0,No,0,20.0,client_confirme,20.0
customer_1731,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,42.29,2918.01,Yes,0,42.290000000000006,client_confirme,42.29
customer_1732,Male,0,Yes,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,32.69,1471.05,No,0,32.69,client_confirme,32.69
customer_1733,Female,0,Yes,Yes,42,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,840.0,No,0,20.0,client_confirme,20.0
customer_1734,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,126.48,175.96,3519.2,No,1,175.95999999999998,client_adepte,87.98
customer_1735,Male,1,No,Yes,22,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,30.86,90.86,1998.92,No,3,90.86,client_adepte,22.715
customer_1736,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,117.0,167.99,7727.54,No,2,167.99,client_confirme,55.99666666666667
customer_1737,Male,1,No,No,14,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,280.0,No,0,20.0,client_adepte,20.0
customer_1738,Female,1,No,No,24,No,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,27.2,57.2,1372.8,No,1,57.199999999999996,client_adepte,28.6
customer_1739,Female,0,No,No,35,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,700.0,No,0,20.0,client_confirme,20.0
customer_1740,Male,1,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,One year,32.31,82.31,4115.5,Yes,3,82.31,client_confirme,20.5775
customer_1741,Female,0,Yes,No,14,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,105.62,135.62,1898.68,Yes,1,135.62,client_adepte,67.81
customer_1742,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,30.83,2065.61,No,0,30.830000000000002,client_confirme,30.83
customer_1743,Male,0,No,No,20,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,45.03,104.66,2093.2,No,2,104.66,client_adepte,34.88666666666666
customer_1744,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,30.32,363.84,No,0,30.319999999999997,client_adepte,30.32
customer_1745,Male,1,Yes,No,18,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,83.49,118.49,2132.82,No,1,118.49000000000001,client_adepte,59.245
customer_1746,Female,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,31.65,1044.45,No,0,31.650000000000002,client_confirme,31.65
customer_1747,Female,1,No,No,67,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,1340.0,No,0,20.0,client_confirme,20.0
customer_1748,Female,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,71.93,150.42,7671.42,No,2,150.42,client_confirme,50.13999999999999
customer_1749,Male,0,No,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,89.07,144.74,3763.24,No,2,144.73999999999998,client_confirme,48.24666666666667
customer_1750,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,560.0,Yes,0,20.0,client_confirme,20.0
customer_1751,Female,1,No,Yes,27,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,74.67,152.43,4115.61,No,3,152.42999999999998,client_confirme,38.1075
customer_1752,Female,0,Yes,No,34,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,38.83,73.83,2510.22,No,1,73.83,client_confirme,36.915
customer_1753,Male,1,Yes,No,7,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,140.0,No,0,20.0,client_adepte,20.0
customer_1754,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,31.17,467.55,No,0,31.17,client_adepte,31.17
customer_1755,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,106.23,204.16,7145.6,Yes,5,204.16,client_confirme,34.026666666666664
customer_1756,Male,0,Yes,Yes,29,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,580.0,No,0,20.0,client_confirme,20.0
customer_1757,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,40.68,691.56,No,0,40.68,client_adepte,40.68
customer_1758,Female,1,Yes,No,1,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,58.15,88.15,88.15,No,1,88.15,client_novice,44.075
customer_1759,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,139.51,188.1,9028.8,No,1,188.1,client_confirme,94.05
customer_1760,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,60.0,No,0,20.0,client_novice,20.0
customer_1761,Female,0,No,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,41.55,90.98,545.88,No,1,90.98,client_novice,45.49
customer_1762,Male,1,No,No,38,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,One year,35.18,112.83,4287.54,No,2,112.83,client_confirme,37.61
customer_1763,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,45.23,119.16,1429.92,Yes,3,119.16000000000001,client_adepte,29.79
customer_1764,Male,0,Yes,No,30,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,One year,46.05,112.71,3381.3,No,2,112.71000000000001,client_confirme,37.57
customer_1765,Female,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,41.59,2911.3,No,0,41.59,client_confirme,41.59
customer_1766,Male,1,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,38.46,2384.52,No,0,38.46,client_confirme,38.46
customer_1767,Male,1,Yes,Yes,55,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,127.25,187.25,10298.75,No,4,187.25,client_confirme,37.45
customer_1768,Female,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,110.42,163.26,6693.66,No,1,163.26,client_confirme,81.63
customer_1769,Female,0,Yes,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,46.21,2772.6,No,0,46.21,client_confirme,46.21
customer_1770,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,41.71,1710.11,No,0,41.71,client_confirme,41.71
customer_1771,Male,0,No,No,55,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Two year,22.35,59.88,3293.4,No,0,59.88,client_confirme,59.88
customer_1772,Male,0,No,Yes,35,No,No,DSL,No internet service,No,Yes,No,No,Yes,One year,47.94,92.94,3252.9,No,2,92.94,client_confirme,30.98
customer_1773,Male,1,No,No,67,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,88.18,159.58,10691.86,No,2,159.58,client_confirme,53.193333333333335
customer_1774,Male,1,No,No,6,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,52.27,97.27,583.62,No,3,97.27,client_novice,24.3175
customer_1775,Female,1,Yes,Yes,53,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,64.04,109.04,5779.12,No,2,109.03999999999999,client_confirme,36.34666666666667
customer_1776,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,92.65,150.5,0.0,Yes,1,150.5,client_novice,75.25
customer_1777,Male,0,Yes,No,43,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,860.0,No,0,20.0,client_confirme,20.0
customer_1778,Female,1,Yes,No,44,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,101.86,166.86,7341.84,No,4,166.86,client_confirme,33.372
customer_1779,Male,0,No,Yes,46,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,55.87,146.82,6753.72,No,5,146.82,client_confirme,24.47
customer_1780,Female,1,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,240.0,No,0,20.0,client_adepte,20.0
customer_1781,Male,1,Yes,Yes,21,No,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,56.05,101.05,2122.05,No,2,101.05000000000001,client_adepte,33.68333333333333
customer_1782,Male,1,No,No,20,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,400.0,No,0,20.0,client_adepte,20.0
customer_1783,Male,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,34.67,277.36,No,0,34.67,client_adepte,34.67
customer_1784,Male,1,No,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,133.7,186.68,4667.0,No,1,186.68,client_confirme,93.34
customer_1785,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,92.72,132.72,1061.76,No,2,132.72,client_adepte,44.24
customer_1786,Female,1,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,32.72,100.85,1411.9,No,2,100.85000000000001,client_adepte,33.61666666666667
customer_1787,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,139.25,200.49,1804.41,No,3,200.49,client_adepte,50.1225
customer_1788,Male,0,Yes,No,41,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,27.6,96.28,3947.48,No,3,96.28,client_confirme,24.07
customer_1789,Female,1,No,No,71,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,129.28,170.58,12111.18,Yes,1,170.58,client_confirme,85.29
customer_1790,Male,1,No,No,23,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,23.59,68.37,1572.51,No,1,68.37,client_adepte,34.185
customer_1791,Female,0,No,No,48,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,60.12,100.12,4805.76,No,2,100.12,client_confirme,33.373333333333335
customer_1792,Male,0,No,No,25,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,500.0,No,0,20.0,client_confirme,20.0
customer_1793,Female,0,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,79.67,154.01,5544.36,No,3,154.01,client_confirme,38.5025
customer_1794,Female,0,No,Yes,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,32.99,2210.33,No,0,32.99,client_confirme,32.99
customer_1795,Male,0,No,No,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,34.77,1703.73,No,0,34.77,client_confirme,34.77
customer_1796,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,137.67,193.32,4446.36,No,2,193.32,client_adepte,64.44
customer_1797,Male,0,Yes,No,18,No,Yes,DSL,Yes,Yes,No internet service,No,No,No,Two year,54.0,89.0,1602.0,No,2,89.0,client_adepte,29.666666666666668
customer_1798,Male,1,No,Yes,59,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1180.0,Yes,0,20.0,client_confirme,20.0
customer_1799,Male,0,No,Yes,38,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,One year,33.41,109.48,4160.24,No,3,109.47999999999999,client_confirme,27.37
customer_1800,Female,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,59.77,128.21,2179.57,No,2,128.21,client_adepte,42.73666666666667
customer_1801,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,118.11,165.38,2976.84,No,0,165.38,client_adepte,165.38
customer_1802,Male,0,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,79.51,122.93,4302.55,No,1,122.93,client_confirme,61.465
customer_1803,Female,1,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,138.1,208.08,11236.32,Yes,2,208.07999999999998,client_confirme,69.36
customer_1804,Female,0,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,86.45,136.45,9278.6,No,3,136.45000000000002,client_confirme,34.1125
customer_1805,Male,1,No,Yes,46,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,111.76,161.76,7440.96,No,3,161.76,client_confirme,40.44
customer_1806,Male,0,Yes,Yes,48,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,25.73,96.2,4617.6,No,4,96.2,client_confirme,19.240000000000002
customer_1807,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,640.0,No,0,20.0,client_confirme,20.0
customer_1808,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,38.61,772.2,No,0,38.61,client_adepte,38.61
customer_1809,Female,1,No,No,21,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,119.77,159.77,3355.17,No,2,159.77,client_adepte,53.25666666666667
customer_1810,Female,1,Yes,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,35.57,82.58,3881.26,No,1,82.58,client_confirme,41.29
customer_1811,Female,1,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,37.42,1347.12,No,0,37.419999999999995,client_confirme,37.42
customer_1812,Female,0,No,No,14,No,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,36.92,71.92,1006.88,Yes,2,71.92,client_adepte,23.973333333333333
customer_1813,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,22.84,86.46,2939.64,Yes,2,86.46,client_confirme,28.819999999999997
customer_1814,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,89.87,149.98,10498.6,Yes,2,149.98000000000002,client_confirme,49.99333333333333
customer_1815,Male,1,No,No,31,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,620.0,No,0,20.0,client_confirme,20.0
customer_1816,Female,0,Yes,No,10,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,23.2,53.2,532.0,No,1,53.2,client_adepte,26.6
customer_1817,Female,1,No,No,9,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,117.08,182.36,1641.24,No,3,182.36,client_adepte,45.59
customer_1818,Female,1,Yes,No,72,No,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,23.55,53.55,3855.6,No,1,53.55,client_confirme,26.775
customer_1819,Male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,115.22,209.19,11714.64,No,4,209.19,client_confirme,41.838
customer_1820,Male,0,No,No,24,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,57.39,107.39,2577.36,No,3,107.39,client_adepte,26.8475
customer_1821,Male,1,Yes,No,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,20.0,No,0,20.0,client_novice,20.0
customer_1822,Female,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,22.61,91.39,5757.57,No,3,91.39,client_confirme,22.8475
customer_1823,Male,1,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,131.16,197.15,6703.1,No,2,197.15,client_confirme,65.71666666666667
customer_1824,Female,0,No,No,6,No,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,108.75,138.75,832.5,Yes,1,138.75,client_novice,69.375
customer_1825,Male,0,Yes,Yes,17,No,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,48.99,98.99,1682.83,No,3,98.99,client_adepte,24.7475
customer_1826,Female,1,No,No,66,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,36.07,95.67,6314.22,Yes,1,95.67,client_confirme,47.835
customer_1827,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,100.27,157.98,6477.18,No,2,157.98000000000002,client_confirme,52.66
customer_1828,Male,1,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,100.51,149.58,5684.04,No,1,149.58,client_confirme,74.79
customer_1829,Male,1,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,33.82,1352.8,No,0,33.82,client_confirme,33.82
customer_1830,Female,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,35.35,813.05,No,0,35.35,client_adepte,35.35
customer_1831,Male,0,Yes,No,59,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,43.57,78.57,4635.63,No,1,78.57000000000001,client_confirme,39.285
customer_1832,Female,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,138.03,225.89,10165.05,No,4,225.89,client_confirme,45.178
customer_1833,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,115.98,175.98,3167.64,No,3,175.98,client_adepte,43.995
customer_1834,Female,0,Yes,Yes,67,No,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,96.89,136.89,9171.63,No,2,136.89,client_confirme,45.629999999999995
customer_1835,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,820.0,No,0,20.0,client_confirme,20.0
customer_1836,Male,1,No,Yes,31,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,48.93,93.93,2911.83,No,2,93.92999999999999,client_confirme,31.310000000000002
customer_1837,Female,1,No,No,38,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,760.0,No,0,20.0,client_confirme,20.0
customer_1838,Female,1,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,33.08,1157.8,No,0,33.08,client_confirme,33.08
customer_1839,Male,0,Yes,Yes,35,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,88.51,133.51,4672.85,No,3,133.51000000000002,client_confirme,33.3775
customer_1840,Female,1,No,No,2,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,97.62,142.62,285.24,Yes,2,142.62,client_novice,47.54
customer_1841,Male,1,No,No,72,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No,One year,35.3,80.3,5781.6,No,2,80.30000000000001,client_confirme,26.766666666666666
customer_1842,Male,0,No,No,7,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,140.0,No,0,20.0,client_adepte,20.0
customer_1843,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,125.65,195.25,13472.25,No,2,195.25,client_confirme,65.08333333333333
customer_1844,Male,1,Yes,Yes,40,No,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,21.81,81.81,3272.4,No,3,81.81,client_confirme,20.4525
customer_1845,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,65.3,114.81,7692.27,No,1,114.81,client_confirme,57.405
